Text ID,Text,Sentences,Error Flag,Error Type,Error Sentence ID,Error Sentence,Corrected Sentence,Corrected Text
ms-val-448,"A 42-year-old man is brought to the emergency department 20 minutes after the sudden onset of severe chest pain, diaphoresis, shortness of breath, and palpitations. His symptoms occurred while he was at a party with friends. He has smoked one pack of cigarettes daily for 24 years. He uses cocaine occasionally. The last use was three hours ago. He appears pale. His pulse is 110/min, blood pressure is 178/106 mm Hg, and respirations are 24/min. His pupils are dilated and react sluggishly to light. The lungs are clear to auscultation. An ECG shows tachycardia and ST segment elevation in leads II, III, and aVF. While recording the ECG, the patient loses consciousness. A photo of the ECG at that point is shown. Unsynchronized cardioversion was administered to the patient. ","0 A 42-year-old man is brought to the emergency department 20 minutes after the sudden onset of severe chest pain, diaphoresis, shortness of breath, and palpitations.
1 His symptoms occurred while he was at a party with friends.
2 He has smoked one pack of cigarettes daily for 24 years.
3 He uses cocaine occasionally.
4 The last use was three hours ago.
5 He appears pale.
6 His pulse is 110/min, blood pressure is 178/106 mm
7 Hg, and respirations are 24/min.
8 His pupils are dilated and react sluggishly to light.
9 The lungs are clear to auscultation.
10 An ECG shows tachycardia and ST segment elevation in leads II, III, and aVF.
11 While recording the ECG, the patient loses consciousness.
12 A photo of the ECG at that point is shown.
13 Unsynchronized cardioversion was administered to the patient.",0,NA,-1,NA,NA,NA
ms-val-449,"A 23-year-old primigravid woman comes to the physician at 36 weeks' gestation for her first prenatal visit. She confirmed the pregnancy with a home urine pregnancy kit a few months ago but has not yet followed up with a physician. She takes no medications. Vital signs are within normal limits. Pelvic examination shows a uterus consistent in size with a 36-week gestation. Laboratory studies show:
Hemoglobin 10.6 g/dL
Serum
Glucose 88 mg/dL
Hepatitis B surface antigen negative
Hepatitis C antibody negative
HIV antibody positive
HIV load 11,000 copies/mL (N < 1000 copies/mL)
Ultrasonography shows an intrauterine fetus consistent in size with a 36-week gestation. Vaginal delivery is suggested at 38 weeks and cART is started.","0 A 23-year-old primigravid woman comes to the physician at 36 weeks' gestation for her first prenatal visit.
1 She confirmed the pregnancy with a home urine pregnancy kit a few months ago but has not yet followed up with a physician.
2 She takes no medications.
3 Vital signs are within normal limits.
4 Pelvic examination shows a uterus consistent in size with a 36-week gestation.
5 Laboratory studies show:

6 Hemoglobin 10.6 g
7 /dL

8 Serum

9 Glucose 88 mg/dL

10 Hepatitis B surface antigen negative

11 Hepatitis C antibody negative

12 HIV antibody positive

13 HIV load 11,000 copies/
14 mL
15 (N <
16 1000 copies/mL)

17 Ultrasonography shows an intrauterine fetus consistent in size with a 36-week gestation.
18 Vaginal delivery is suggested at 38 weeks and cART is started.",1,management,18,Vaginal delivery is suggested at 38 weeks and cART is started.,Started cART and scheduled cesarean delivery at 38 weeks gestation.,"A 23-year-old primigravid woman comes to the physician at 36 weeks' gestation for her first prenatal visit. She confirmed the pregnancy with a home urine pregnancy kit a few months ago but has not yet followed up with a physician. She takes no medications. Vital signs are within normal limits. Pelvic examination shows a uterus consistent in size with a 36-week gestation. Laboratory studies show:
Hemoglobin 10.6 g/dL
Serum
Glucose 88 mg/dL
Hepatitis B surface antigen negative
Hepatitis C antibody negative
HIV antibody positive
HIV load 11,000 copies/mL (N < 1000 copies/mL)
Ultrasonography shows an intrauterine fetus consistent in size with a 36-week gestation. Started cART and scheduled cesarean delivery at 38 weeks gestation."
ms-val-450,"A 23-year-old primigravid woman comes to the physician at 36 weeks' gestation for her first prenatal visit. She confirmed the pregnancy with a home urine pregnancy kit a few months ago but has not yet followed up with a physician. She takes no medications. Vital signs are within normal limits. Pelvic examination shows a uterus consistent in size with a 36-week gestation. Started cART and scheduled cesarean delivery at 38 weeks gestation. Laboratory studies show:
Hemoglobin 10.6 g/dL
Serum
Glucose 88 mg/dL
Hepatitis B surface antigen negative
Hepatitis C antibody negative
HIV antibody positive
HIV load 11,000 copies/mL (N < 1000 copies/mL)
Ultrasonography shows an intrauterine fetus consistent in size with a 36-week gestation.","0 A 23-year-old primigravid woman comes to the physician at 36 weeks' gestation for her first prenatal visit.
1 She confirmed the pregnancy with a home urine pregnancy kit a few months ago but has not yet followed up with a physician.
2 She takes no medications.
3 Vital signs are within normal limits.
4 Pelvic examination shows a uterus consistent in size with a 36-week gestation.
5 Started cART and scheduled cesarean delivery at 38 weeks gestation.
6 Laboratory studies show:
7 Hemoglobin 10.6 g
8 /dL
9 Serum
10 Glucose 88 mg/dL
11 Hepatitis B surface antigen negative
12 Hepatitis C antibody negative
13 HIV antibody positive
14 HIV load 11,000 copies/
15 mL
16 (N <
17 1000 copies/mL)
18 Ultrasonography shows an intrauterine fetus consistent in size with a 36-week gestation.",0,NA,-1,NA,NA,NA
ms-val-451,"A 36-year-old man is seen in the emergency department for back pain that has been getting progressively worse over the last 4 days. Upon further questioning, he also notes that he has been having a tingling and burning sensation rising up from his feet to his knees bilaterally. The patient states he is having difficulty urinating and having bowel movements over the last several days. His temperature is 97.4 F (36.3 C), blood pressure is 122/80 mmHg, pulse is 85/min, respirations are 14/min, and oxygen saturation is 98% on room air. A CT is obtained after physical exam is notable for weak leg flexion bilaterally along with decreased anal sphincter tone. ","0 A 36-year-old man is seen in the emergency department for back pain that has been getting progressively worse over the last 4 days.
1 Upon further questioning, he also notes that he has been having a tingling and burning sensation rising up from his feet to his knees bilaterally.
2 The patient states he is having difficulty urinating and having bowel movements over the last several days.
3 His temperature is 97.4 F (36.3 C), blood pressure is 122/80
4 mmHg, pulse is
5 85/min, respirations are 14/min, and oxygen saturation is 98% on room air.
6 A CT is obtained after physical exam is notable for weak leg flexion bilaterally along with decreased anal sphincter tone.",1,management,6,A CT is obtained after physical exam is notable for weak leg flexion bilaterally along with decreased anal sphincter tone.,MRI is obtained after physical exam is notable for weak leg flexion bilaterally along with decreased anal sphincter tone.,"A 36-year-old man is seen in the emergency department for back pain that has been getting progressively worse over the last 4 days. Upon further questioning, he also notes that he has been having a tingling and burning sensation rising up from his feet to his knees bilaterally. The patient states he is having difficulty urinating and having bowel movements over the last several days. His temperature is 97.4 F (36.3 C), blood pressure is 122/80 mmHg, pulse is 85/min, respirations are 14/min, and oxygen saturation is 98% on room air. MRI is obtained after physical exam is notable for weak leg flexion bilaterally along with decreased anal sphincter tone. "
ms-val-452,"A 36-year-old man is seen in the emergency department for back pain that has been getting progressively worse over the last 4 days. Upon further questioning, he also notes that he has been having a tingling and burning sensation rising up from his feet to his knees bilaterally. The patient states he is having difficulty urinating and having bowel movements over the last several days. His temperature is 97.4 F (36.3 C), blood pressure is 122/80 mmHg, pulse is 85/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam is notable for weak leg flexion bilaterally along with decreased anal sphincter tone. MRI is obtained.","0 A 36-year-old man is seen in the emergency department for back pain that has been getting progressively worse over the last 4 days.
1 Upon further questioning, he also notes that he has been having a tingling and burning sensation rising up from his feet to his knees bilaterally.
2 The patient states he is having difficulty urinating and having bowel movements over the last several days.
3 His temperature is 97.4 F (36.3 C), blood pressure is 122/80
4 mmHg, pulse is
5 85/min, respirations are 14/min, and oxygen saturation is 98% on room air.
6 Physical exam is notable for weak leg flexion bilaterally along with decreased anal sphincter tone.
7 MRI is obtained.",0,NA,-1,NA,NA,NA
ms-val-453,"An 86-year-old man with a history of COPD, hypertension, and diabetes presents to the emergency department with dyspnea and palpitations. He states his symptoms started 1 hour ago and have persisted. His temperature is 100.0 F (37.8 C), blood pressure is 157/98 mm Hg, pulse is 130/min, respirations are 23/min, and oxygen saturation is 90% on room air. Physical exam is notable for digital clubbing, bilateral wheezing, and an obese abdomen. An ECG is performed as seen in Figure A. The patient is given continuous albuterol-ipratropium nebulizers with minimal improvement. Metoprolol is administered to the patient.","0 An 86-year-old man with a history of COPD, hypertension, and diabetes presents to the emergency department with dyspnea and palpitations.
1 He states his symptoms started 1 hour ago and have persisted.
2 His temperature is 100.0 F (37.8 C), blood pressure is
3 157/98 mm
4 Hg, pulse is 130/min
5 , respirations are 23/min, and oxygen saturation is 90% on room air.
6 Physical exam is notable for digital clubbing, bilateral wheezing, and an obese abdomen.
7 An ECG is performed as seen in Figure A.
8 The patient is given continuous albuterol-ipratropium nebulizers with minimal improvement.
9 Metoprolol is administered to the patient.",1,management,9,Metoprolol is administered to the patient.,Diltiazem is administered to the patient.,"An 86-year-old man with a history of COPD, hypertension, and diabetes presents to the emergency department with dyspnea and palpitations. He states his symptoms started 1 hour ago and have persisted. His temperature is 100.0 F (37.8 C), blood pressure is 157/98 mm Hg, pulse is 130/min, respirations are 23/min, and oxygen saturation is 90% on room air. Physical exam is notable for digital clubbing, bilateral wheezing, and an obese abdomen. An ECG is performed as seen in Figure A. The patient is given continuous albuterol-ipratropium nebulizers with minimal improvement. Diltiazem is administered to the patient."
ms-val-454,"An 86-year-old man with a history of COPD, hypertension, and diabetes presents to the emergency department with dyspnea and palpitations. He states his symptoms started 1 hour ago and have persisted. His temperature is 100.0 F (37.8 C), blood pressure is 157/98 mm Hg, pulse is 130/min, respirations are 23/min, and oxygen saturation is 90% on room air. Physical exam is notable for digital clubbing, bilateral wheezing, and an obese abdomen. Diltiazem is administered to the patient. An ECG is performed as seen in Figure A. The patient is given continuous albuterol-ipratropium nebulizers with minimal improvement.","0 An 86-year-old man with a history of COPD, hypertension, and diabetes presents to the emergency department with dyspnea and palpitations.
1 He states his symptoms started 1 hour ago and have persisted.
2 His temperature is 100.0 F (37.8 C), blood pressure is
3 157/98 mm
4 Hg, pulse is 130/min
5 , respirations are 23/min, and oxygen saturation is 90% on room air.
6 Physical exam is notable for digital clubbing, bilateral wheezing, and an obese abdomen.
7 Diltiazem is administered to the patient.
8 An ECG is performed as seen in Figure A.
9 The patient is given continuous albuterol-ipratropium nebulizers with minimal improvement.",0,NA,-1,NA,NA,NA
ms-val-455,"A 31-year-old woman is brought to the emergency department 25 minutes after sustaining a gunshot wound to the neck. She did not lose consciousness. On arrival, she has severe neck pain. She appears anxious. Her temperature is 37 C (98.6 F), pulse is 105/min, respirations are 25/min, and blood pressure is 100/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 96%. She is oriented to person, place, and time. In addition to intravenous fluid resuscitation, surgical exploration was performed based on the following exam.  Examination showed a bullet entrance wound in the right posterior cervical region of the neck. There was no exit wound. Carotid pulses were palpable bilaterally. There were no carotid bruits. Sensation to pinprick and light touch was normal. The lungs were clear to auscultation. Cardiac examination showed no murmurs, rubs, or gallops.","0 A 31-year-old woman is brought to the emergency department 25 minutes after sustaining a gunshot wound to the neck.
1 She did not lose consciousness.
2 On arrival, she has severe neck pain.
3 She appears anxious.
4 Her temperature is 37 C (98.6 F), pulse is 105/min, respirations are 25/min, and blood pressure is
5 100/70 mm
6 Hg.
7 Pulse oximetry on room air shows an oxygen saturation of 96%.
8 She is oriented to person, place, and time.
9 In addition to intravenous fluid resuscitation, surgical exploration was performed based on the following exam.  
10 Examination showed a bullet entrance wound in the right posterior cervical region of the neck.
11 There was no exit wound.
12 Carotid pulses were palpable bilaterally.
13 There were no carotid bruits.
14 Sensation to pinprick and light touch was normal.
15 The lungs were clear to auscultation.
16 Cardiac examination showed no murmurs, rubs, or gallops.",1,management,9,"In addition to intravenous fluid resuscitation, surgical exploration was performed based on the following exam.  ","In addition to intravenous fluid resuscitation, CT angiography was performed based on the following exam.  ","A 31-year-old woman is brought to the emergency department 25 minutes after sustaining a gunshot wound to the neck. She did not lose consciousness. On arrival, she has severe neck pain. She appears anxious. Her temperature is 37 C (98.6 F), pulse is 105/min, respirations are 25/min, and blood pressure is 100/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 96%. She is oriented to person, place, and time. In addition to intravenous fluid resuscitation, CT angiography was performed based on the following exam.  Examination showed a bullet entrance wound in the right posterior cervical region of the neck. There was no exit wound. Carotid pulses were palpable bilaterally. There were no carotid bruits. Sensation to pinprick and light touch was normal. The lungs were clear to auscultation. Cardiac examination showed no murmurs, rubs, or gallops."
ms-val-456,"A 31-year-old woman is brought to the emergency department 25 minutes after sustaining a gunshot wound to the neck. She did not lose consciousness. On arrival, she has severe neck pain. She appears anxious. Her temperature is 37 C (98.6 F), pulse is 105/min, respirations are 25/min, and blood pressure is 100/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 96%. She is oriented to person, place, and time. Examination shows a bullet entrance wound in the right posterior cervical region of the neck. There is no exit wound. Carotid pulses are palpable bilaterally. There are no carotid bruits. Sensation to pinprick and light touch is normal. The lungs are clear to auscultation. Cardiac examination shows no murmurs, rubs, or gallops. In addition to intravenous fluid resuscitation, CT angiography was performed.","0 A 31-year-old woman is brought to the emergency department 25 minutes after sustaining a gunshot wound to the neck.
1 She did not lose consciousness.
2 On arrival, she has severe neck pain.
3 She appears anxious.
4 Her temperature is 37 C (98.6 F), pulse is 105/min, respirations are 25/min, and blood pressure is
5 100/70 mm
6 Hg.
7 Pulse oximetry on room air shows an oxygen saturation of 96%.
8 She is oriented to person, place, and time.
9 Examination shows a bullet entrance wound in the right posterior cervical region of the neck.
10 There is no exit wound.
11 Carotid pulses are palpable bilaterally.
12 There are no carotid bruits.
13 Sensation to pinprick and light touch is normal.
14 The lungs are clear to auscultation.
15 Cardiac examination shows no murmurs, rubs, or gallops.
16 In addition to intravenous fluid resuscitation, CT angiography was performed.",0,NA,-1,NA,NA,NA
ms-val-457,An excisional biopsy is performed and the diagnosis of superficial spreading melanoma is confirmed. The lesion is 1.1 mm thick. Surgical excision with 0.5-1 cm safety margins and sentinel lymph node study were performed. ,"0 An excisional biopsy is performed and the diagnosis of superficial spreading melanoma is confirmed.
1 The lesion is 1.1 mm thick.
2 Surgical excision with 0.5-1 cm safety margins and sentinel lymph node study were performed.",1,management,2,Surgical excision with 0.5-1 cm safety margins and sentinel lymph node study were performed.,Surgical excision with 1-2 cm safety margins and sentinel lymph node study is performed.,An excisional biopsy is performed and the diagnosis of superficial spreading melanoma is confirmed. The lesion is 1.1 mm thick. Surgical excision with 1-2 cm safety margins and sentinel lymph node study is performed. 
ms-val-458,An excisional biopsy is performed and the diagnosis of superficial spreading melanoma is confirmed. Surgical excision with 1-2 cm safety margins and sentinel lymph node study is performed. The lesion is 1.1 mm thick. ,"0 An excisional biopsy is performed and the diagnosis of superficial spreading melanoma is confirmed.
1 Surgical excision with 1-2 cm safety margins and sentinel lymph node study is performed.
2 The lesion is 1.1 mm thick.",0,NA,-1,NA,NA,NA
ms-val-459,"A 54-year-old woman comes to the physician because of paresthesias and weakness in her left leg for one year. Her symptoms have become progressively worse during this period and have led to some difficulty walking for the past month. She has had frequent headaches for the past 4 months. She has a history of hypertension and hypothyroidism. Current medications include amlodipine and levothyroxine. Her temperature is 37.3 C (99.1 F), pulse is 97/min, and blood pressure is 110/80 mm Hg. Neurologic examination shows decreased muscle strength in the left lower extremity. Deep tendon reflexes of the lower extremity are 4+ on the left and 2+ on the right side. The remainder of the examination shows no abnormalities. A complete blood count and serum concentrations of electrolytes, glucose, creatinine, and calcium are within the reference ranges. Based on imaging, patient was scheduled for stereotactic radiosurgery. An MRI of the brain is shown.","0 A 54-year-old woman comes to the physician because of paresthesias and weakness in her left leg for one year.
1 Her symptoms have become progressively worse during this period and have led to some difficulty walking for the past month.
2 She has had frequent headaches for the past 4 months.
3 She has a history of hypertension and hypothyroidism.
4 Current medications include amlodipine and levothyroxine.
5 Her temperature is 37.3 C (99.1 F), pulse is 97/min, and blood pressure is 110/80 mm
6 Hg.
7 Neurologic examination shows decreased muscle strength in the left lower extremity.
8 Deep tendon reflexes of the lower extremity are 4+ on the left and 2+ on the right side.
9 The remainder of the examination shows no abnormalities.
10 A complete blood count and serum concentrations of electrolytes, glucose, creatinine, and calcium are within the reference ranges.
11 Based on imaging, patient was scheduled for stereotactic radiosurgery.
12 An MRI of the brain is shown.",1,management,11,"Based on imaging, patient was scheduled for stereotactic radiosurgery.","Based on imaging, patient was scheduled for a surgical resection.","A 54-year-old woman comes to the physician because of paresthesias and weakness in her left leg for one year. Her symptoms have become progressively worse during this period and have led to some difficulty walking for the past month. She has had frequent headaches for the past 4 months. She has a history of hypertension and hypothyroidism. Current medications include amlodipine and levothyroxine. Her temperature is 37.3 C (99.1 F), pulse is 97/min, and blood pressure is 110/80 mm Hg. Neurologic examination shows decreased muscle strength in the left lower extremity. Deep tendon reflexes of the lower extremity are 4+ on the left and 2+ on the right side. The remainder of the examination shows no abnormalities. A complete blood count and serum concentrations of electrolytes, glucose, creatinine, and calcium are within the reference ranges. Based on imaging, patient was scheduled for a surgical resection. An MRI of the brain is shown."
ms-val-460,"A 54-year-old woman comes to the physician because of paresthesias and weakness in her left leg for one year. Her symptoms have become progressively worse during this period and have led to some difficulty walking for the past month. She has had frequent headaches for the past 4 months. She has a history of hypertension and hypothyroidism. Current medications include amlodipine and levothyroxine. Her temperature is 37.3 C (99.1 F), pulse is 97/min, and blood pressure is 110/80 mm Hg. Neurologic examination shows decreased muscle strength in the left lower extremity. Deep tendon reflexes of the lower extremity are 4+ on the left and 2+ on the right side. The remainder of the examination shows no abnormalities. A complete blood count and serum concentrations of electrolytes, glucose, creatinine, and calcium are within the reference ranges. An MRI of the brain is shown. Patient was scheduled for a surgical resection. ","0 A 54-year-old woman comes to the physician because of paresthesias and weakness in her left leg for one year.
1 Her symptoms have become progressively worse during this period and have led to some difficulty walking for the past month.
2 She has had frequent headaches for the past 4 months.
3 She has a history of hypertension and hypothyroidism.
4 Current medications include amlodipine and levothyroxine.
5 Her temperature is 37.3 C (99.1 F), pulse is 97/min, and blood pressure is 110/80 mm
6 Hg.
7 Neurologic examination shows decreased muscle strength in the left lower extremity.
8 Deep tendon reflexes of the lower extremity are 4+ on the left and 2+ on the right side.
9 The remainder of the examination shows no abnormalities.
10 A complete blood count and serum concentrations of electrolytes, glucose, creatinine, and calcium are within the reference ranges.
11 An MRI of the brain is shown.
12 Patient was scheduled for a surgical resection.",0,NA,-1,NA,NA,NA
ms-val-461,"A 19-year-old G1P0000 presents for her first obstetric ultrasound after having a positive home pregnancy test. At her visit, she states that she is unsure but believes her last menstrual period was 6 weeks ago. She complains of several weeks of severe nausea with vomiting and has lost 4 pounds from her baseline weight. She also endorses some palpitations, increased perspiration, and a fine tremor of both hands. She denies vaginal bleeding. Ultrasound findings are shown in Figure A and Figure B, and her ÃŸ-hCG is 227,183 mIU/mL. Propylthiouracil therapy is initiated.","0 A 19-year-old G1P0000 presents for her first obstetric ultrasound after having a positive home pregnancy test.
1 At her visit, she states that she is unsure but believes her last menstrual period was 6 weeks ago.
2 She complains of several weeks of severe nausea with vomiting and has lost 4 pounds from her baseline weight.
3 She also endorses some palpitations, increased perspiration, and a fine tremor of both hands.
4 She denies vaginal bleeding.
5 Ultrasound findings are shown in Figure A and Figure B, and her ÃŸ-hCG is 227,183 mIU/mL. Propylthiouracil therapy is initiated.",1,management,5,"Ultrasound findings are shown in Figure A and Figure B, and her ÃŸ-hCG is 227,183 mIU/mL. Propylthiouracil therapy is initiated.","Ultrasound findings are shown in Figure A and Figure B, and her ÃŸ-hCG is 227,183 mIU/mL. Dilation and curettage is initiated with serial serum ÃŸ-hCG levels.","A 19-year-old G1P0000 presents for her first obstetric ultrasound after having a positive home pregnancy test. At her visit, she states that she is unsure but believes her last menstrual period was 6 weeks ago. She complains of several weeks of severe nausea with vomiting and has lost 4 pounds from her baseline weight. She also endorses some palpitations, increased perspiration, and a fine tremor of both hands. She denies vaginal bleeding. Ultrasound findings are shown in Figure A and Figure B, and her ÃŸ-hCG is 227,183 mIU/mL. Dilation and curettage is initiated with serial serum ÃŸ-hCG levels."
ms-val-462,"A 19-year-old G1P0000 presents for her first obstetric ultrasound after having a positive home pregnancy test. At her visit, she states that she is unsure but believes her last menstrual period was 6 weeks ago. She complains of several weeks of severe nausea with vomiting and has lost 4 pounds from her baseline weight. She also endorses some palpitations, increased perspiration, and a fine tremor of both hands. She denies vaginal bleeding. Propylthiouracil therapy is initiated with serial serum ÃŸ-hCG levels. Ultrasound findings are shown in Figure A and Figure B, and her ÃŸ-hCG is 227,183 mIU/mL.","0 A 19-year-old G1P0000 presents for her first obstetric ultrasound after having a positive home pregnancy test.
1 At her visit, she states that she is unsure but believes her last menstrual period was 6 weeks ago.
2 She complains of several weeks of severe nausea with vomiting and has lost 4 pounds from her baseline weight.
3 She also endorses some palpitations, increased perspiration, and a fine tremor of both hands.
4 She denies vaginal bleeding.
5 Propylthiouracil therapy is initiated with serial serum ÃŸ-hCG levels.
6 Ultrasound findings are shown in Figure A and Figure B, and her ÃŸ-hCG is 227,183 mIU/mL.",0,NA,-1,NA,NA,NA
ms-val-463,"A 22-year-old woman in the intensive care unit has had persistent oozing from the margins of wounds for 2 hours that is not controlled by pressure bandages. She was admitted to the hospital 13 hours ago following a high-speed motor vehicle collision. Initial focused assessment with sonography for trauma was negative. An x-ray survey showed opacification of the right lung field and fractures of multiple ribs, the tibia, fibula, calcaneus, right acetabulum, and bilateral pubic rami. Laboratory studies showed a hemoglobin concentration of 14.8 g/dL, leukocyte count of 10,300/mm3, platelet count of 175,000/mm3, and blood glucose concentration of 77 mg/dL. Infusion of 0.9% saline was begun. Multiple lacerations on the forehead and extremities were sutured, and fractures were stabilized. Whole blood, fresh frozen plasma, and platelet concentrate are transfused in a 2:1:1 ratio after repeat laboratory studies now show a hemoglobin concentration of 12.4 g/dL, platelet count of 102,000/mm3, prothrombin time of 26 seconds (INR=1.8), and activated partial thromboplastin time of 63 seconds. ","0 A 22-year-old woman in the intensive care unit has had persistent oozing from the margins of wounds for 2 hours that is not controlled by pressure bandages.
1 She was admitted to the hospital 13 hours ago following a high-speed motor vehicle collision.
2 Initial focused assessment with sonography for trauma was negative.
3 An x-ray survey showed opacification of the right lung field and fractures of multiple ribs, the tibia, fibula, calcaneus, right acetabulum, and bilateral pubic rami.
4 Laboratory studies showed a hemoglobin concentration of 14.8 g/dL, leukocyte count of 10,300/mm3, platelet count of 175,000/mm3, and blood glucose concentration of 77 mg/dL. Infusion of 0.9% saline was begun.
5 Multiple lacerations on the forehead and extremities were sutured, and fractures were stabilized.
6 Whole blood, fresh frozen plasma, and platelet concentrate are transfused in a 2:1:1 ratio after repeat laboratory studies now show a hemoglobin concentration of 12.4 g/dL, platelet count of 102,000/mm3, prothrombin time of 26 seconds (INR=1.8), and activated partial thromboplastin time of 63 seconds.",1,management,6,"Whole blood, fresh frozen plasma, and platelet concentrate are transfused in a 2:1:1 ratio after repeat laboratory studies now show a hemoglobin concentration of 12.4 g/dL, platelet count of 102,000/mm3, prothrombin time of 26 seconds (INR=1.8), and activated partial thromboplastin time of 63 seconds.","Whole blood, fresh frozen plasma, and platelet concentrate are transfused in a 1:1:1 ratio after repeat laboratory studies now show a hemoglobin concentration of 12.4 g/dL, platelet count of 102,000/mm3, prothrombin time of 26 seconds (INR=1.8), and activated partial thromboplastin time of 63 seconds.","A 22-year-old woman in the intensive care unit has had persistent oozing from the margins of wounds for 2 hours that is not controlled by pressure bandages. She was admitted to the hospital 13 hours ago following a high-speed motor vehicle collision. Initial focused assessment with sonography for trauma was negative. An x-ray survey showed opacification of the right lung field and fractures of multiple ribs, the tibia, fibula, calcaneus, right acetabulum, and bilateral pubic rami. Laboratory studies showed a hemoglobin concentration of 14.8 g/dL, leukocyte count of 10,300/mm3, platelet count of 175,000/mm3, and blood glucose concentration of 77 mg/dL. Infusion of 0.9% saline was begun. Multiple lacerations on the forehead and extremities were sutured, and fractures were stabilized. Whole blood, fresh frozen plasma, and platelet concentrate are transfused in a 1:1:1 ratio after repeat laboratory studies now show a hemoglobin concentration of 12.4 g/dL, platelet count of 102,000/mm3, prothrombin time of 26 seconds (INR=1.8), and activated partial thromboplastin time of 63 seconds. "
ms-val-464,"A 22-year-old woman in the intensive care unit has had persistent oozing from the margins of wounds for 2 hours that is not controlled by pressure bandages. She was admitted to the hospital 13 hours ago following a high-speed motor vehicle collision. Initial focused assessment with sonography for trauma was negative. An x-ray survey showed opacification of the right lung field and fractures of multiple ribs, the tibia, fibula, calcaneus, right acetabulum, and bilateral pubic rami. Laboratory studies showed a hemoglobin concentration of 14.8 g/dL, leukocyte count of 10,300/mm3, platelet count of 175,000/mm3, and blood glucose concentration of 77 mg/dL. Infusion of 0.9% saline was begun. Multiple lacerations on the forehead and extremities were sutured, and fractures were stabilized. Repeat laboratory studies now show a hemoglobin concentration of 12.4 g/dL, platelet count of 102,000/mm3, prothrombin time of 26 seconds (INR=1.8), and activated partial thromboplastin time of 63 seconds. Whole blood, fresh frozen plasma, and platelet concentrate are transfused in a 1:1:1 ratio.","0 A 22-year-old woman in the intensive care unit has had persistent oozing from the margins of wounds for 2 hours that is not controlled by pressure bandages.
1 She was admitted to the hospital 13 hours ago following a high-speed motor vehicle collision.
2 Initial focused assessment with sonography for trauma was negative.
3 An x-ray survey showed opacification of the right lung field and fractures of multiple ribs, the tibia, fibula, calcaneus, right acetabulum, and bilateral pubic rami.
4 Laboratory studies showed a hemoglobin concentration of 14.8 g/dL, leukocyte count of 10,300/mm3, platelet count of 175,000/mm3, and blood glucose concentration of 77 mg/dL. Infusion of 0.9% saline was begun.
5 Multiple lacerations on the forehead and extremities were sutured, and fractures were stabilized.
6 Repeat laboratory studies now show a hemoglobin concentration of 12.4 g/dL, platelet count of 102,000/mm3, prothrombin time of 26 seconds (INR=1.8), and activated partial thromboplastin time of 63 seconds.
7 Whole blood, fresh frozen plasma, and platelet concentrate are transfused in a 1:1:1 ratio.",0,NA,-1,NA,NA,NA
ms-val-465,"A 67-year-old man comes to the physician because of progressive burning pain and intermittent â€œelectrical shocksâ€ in his right chest for 3 months. Over the last 2 weeks, the pain has increased to an extent that he can no longer tolerate clothing on the affected area. Three months ago, he had a rash around his right nipple and axilla that resolved a week later. The patient had a myocardial infarction 2 years ago. He has smoked one packs of cigarettes daily for 47 years. Current medications include aspirin, simvastatin, metoprolol, and ramipril. His temperature is 36.9 C (97.9 F), pulse is 92/min, and blood pressure is 150/95 mm Hg. Examination shows increased sensation to light touch over the right chest. The remainder of the physical examination shows no abnormalities. Patient is prescribed an oral tricyclic antidepressant.","0 A 67-year-old man comes to the physician because of progressive burning pain and intermittent â€œelectrical shocksâ€ in his right chest for 3 months.
1 Over the last 2 weeks, the pain has increased to an extent that he can no longer tolerate clothing on the affected area.
2 Three months ago, he had a rash around his right nipple and axilla that resolved a week later.
3 The patient had a myocardial infarction 2 years ago.
4 He has smoked one packs of cigarettes daily for 47 years.
5 Current medications include aspirin, simvastatin, metoprolol, and ramipril.
6 His temperature is 36.9Â
7 °C (97.9 F), pulse is 92/min, and
8 blood pressure is 150/95 mm
9 Hg.
10 Examination shows increased sensation to light touch over the right chest.
11 The remainder of the physical examination shows no abnormalities.
12 Patient is prescribed an oral tricyclic antidepressant.",1,management,12,Patient is prescribed an oral tricyclic antidepressant.,Patient is prescribed an oral gabapentin.,"A 67-year-old man comes to the physician because of progressive burning pain and intermittent â€œelectrical shocksâ€ in his right chest for 3 months. Over the last 2 weeks, the pain has increased to an extent that he can no longer tolerate clothing on the affected area. Three months ago, he had a rash around his right nipple and axilla that resolved a week later. The patient had a myocardial infarction 2 years ago. He has smoked one packs of cigarettes daily for 47 years. Current medications include aspirin, simvastatin, metoprolol, and ramipril. His temperature is 36.9 C (97.9 F), pulse is 92/min, and blood pressure is 150/95 mm Hg. Examination shows increased sensation to light touch over the right chest. The remainder of the physical examination shows no abnormalities. Patient is prescribed an oral gabapentin."
